x_value,total_1,total_2 
9841,10157493,4878253
9842,10153283,4875832
9843,10148237,4877216
9844,10154912,4879771
9845,10152256,4882034
9846,10149849,4878646
9847,10155581,4883379
9848,10159105,4884624
9849,10156528,4881719
9850,10158465,4876828
9851,10166061,4881396
9852,10163738,4877288
9853,10162433,4873584
9854,10167621,4871773
9855,10167750,4875173
9856,10162658,4872329
9857,10159491,4869990
9858,10165409,4867376
9859,10163618,4864621
9860,10159905,4861923
9861,10166484,4861252
9862,10173091,4857646
9863,10180866,4858285
9864,10176906,4859397
9865,10182984,4858047
9866,10177826,4856186
9867,10176549,4860335
9868,10178608,4857143
9869,10182608,4857636
9870,10182444,4858676
9871,10180501,4854161
9872,10185940,4858746
9873,10187862,4854497
9874,10192287,4853913
9875,10187145,4857293
9876,10192171,4857991
9877,10199239,4857171
9878,10205140,4855232
9879,10202712,4858353
9880,10207975,4856367
9881,10202290,4852269
9882,10208945,4855583
9883,10212854,4854590
9884,10219541,4849731
9885,10220652,4851495
9886,10217430,4847873
9887,10223015,4852573
9888,10225628,4851648
9889,10224605,4853574
9890,10228162,4853760
9891,10222628,4854893
9892,10230046,4856517
9893,10229419,4854298
9894,10227005,4854676
9895,10226800,4855787
9896,10232212,4857111
9897,10227511,4857083
9898,10226554,4861171
9899,10225917,4865219
9900,10221867,4861693
9901,10228104,4857399
9902,10233034,4859331
9903,10237076,4856263
9904,10239778,4861123
9905,10237856,4866961
9906,10238575,4870555
9907,10243985,4866611
9908,10249285,4870055
9909,10254414,4868727
9910,10250279,4869248
9911,10252273,4872575
9912,10254058,4877245
9913,10259428,4874669
9914,10256310,4874747
9915,10256534,4878755
9916,10250695,4881495
9917,10251129,4880562
9918,10247902,4884357
9919,10255682,4886083
9920,10257345,4886370
9921,10258344,4888794
9922,10252716,4884329
9923,10251722,4889056
9924,10259449,4889570
9925,10256891,4886150
9926,10253239,4886866
9927,10248107,4887426
9928,10250818,4891740
9929,10250176,4889195
9930,10251233,4893147
9931,10253221,4893857
9932,10260777,4893770
9933,10263335,4897922
9934,10266173,4897577
9935,10268546,4899082
9936,10266316,4904384
9937,10265037,4904301
9938,10269824,4907364
9939,10265693,4904824
9940,10264067,4900804
9941,10263806,4905217
9942,10267145,4907095
9943,10271649,4911373
9944,10268714,4911575
9945,10268461,4911561
9946,10268837,4909558
9947,10268829,4906286
9948,10271011,4904114
9949,10272928,4907761
9950,10269455,4903351
9951,10271924,4898720
9952,10273946,4900433
9953,10268988,4898496
9954,10270150,4894752
9955,10264789,4892250
9956,10272424,4897618
9957,10273802,4894603
9958,10270939,4895624
9959,10267567,4892572
9960,10262257,4894672
9961,10262110,4894659
9962,10268430,4894369
9963,10269722,4894185
9964,10266536,4899801
9965,10266396,4904552
9966,10266546,4901561
9967,10273298,4899057
9968,10275107,4903031
9969,10281176,4900209
9970,10284067,4895721
9971,10281244,4896420
9972,10281278,4894685
9973,10280586,4891228
9974,10281493,4889329
9975,10277552,4885312
9976,10279760,4881791
9977,10284579,4877150
9978,10283989,4873243
9979,10286562,4874469
9980,10283632,4870335
9981,10291243,4867549
9982,10292757,4872053
9983,10292655,4875753
9984,10300502,4873838
9985,10301556,4873756
9986,10302628,4874759
9987,10298069,4877332
9988,10302933,4877089
9989,10300346,4882709
9990,10303890,4885245
9991,10303372,4890688
9992,10302977,4894870
9993,10304287,4895079
9994,10303531,4895556
9995,10302511,4893082
9996,10302866,4894973
9997,10305641,4900322
9998,10305594,4902400
9999,10301104,4904426
10000,10299433,4909012
10001,10303510,4910931
10002,10302796,4915555
10003,10297800,4914628
10004,10300364,4918213
10005,10306305,4917093
10006,10300492,4918964
10007,10304142,4917697
10008,10306984,4919103
10009,10311637,4919092
10010,10307477,4916272
10011,10309620,4914545
10012,10316582,4912405
10013,10321298,4907752
10014,10322060,4903044
10015,10321329,4908112
10016,10316690,4909634
10017,10322420,4910431
10018,10325935,4914607
10019,10324315,4911973
10020,10330266,4911320
10021,10337567,4912277
10022,10334455,4911710
10023,10340107,4917537
10024,10337386,4922322
10025,10341285,4921729
10026,10340308,4924426
10027,10345705,4924464
10028,10345149,4920805
10029,10350721,4923629
10030,10349032,4929216
10031,10354998,4933481
10032,10359859,4935035
10033,10361037,4940564
10034,10360556,4936659
10035,10367573,4934498
10036,10361764,4932765
10037,10362715,4933816
10038,10367303,4930640
10039,10372481,4932103
10040,10374051,4932395
10041,10374744,4936435
10042,10372090,4935662
10043,10374232,4936014
10044,10379377,4938250
10045,10380017,4934099
10046,10381790,4932050
10047,10382811,4935013
10048,10385628,4933787
10049,10383951,4934776
10050,10387458,4940485
10051,10389372,4935893
10052,10395610,4934708
10053,10393281,4932568
10054,10393108,4938147
10055,10396430,4935135
10056,10398335,4931146
10057,10393381,4927583
10058,10395365,4928933
10059,10398785,4928364
10060,10393360,4927427
10061,10399053,4924287
10062,10402415,4923526
10063,10403485,4923424
10064,10401065,4926161
10065,10404538,4930909
10066,10403472,4933082
10067,10402335,4936943
10068,10401343,4938088
10069,10400583,4940848
10070,10405165,4939860
10071,10402413,4937127
10072,10396907,4941693
10073,10398970,4942881
10074,10401377,4948215
10075,10396391,4952045
10076,10401686,4954849
10077,10404771,4957269
10078,10409435,4962905
10079,10409098,4962045
10080,10411363,4967032
10081,10419317,4971966
10082,10423051,4970655
10083,10418022,4967995
10084,10422655,4971026
10085,10421009,4973342
10086,10420387,4977522
10087,10424174,4974799
10088,10427976,4978031
10089,10426073,4980274
10090,10433243,4981208
10091,10436571,4978262
10092,10434433,4979633
10093,10438189,4979011
10094,10444216,4980162
10095,10439285,4977757
10096,10437356,4975564
10097,10441002,4976223
10098,10441748,4972839
10099,10444736,4974487
10100,10447041,4977575
10101,10443136,4975639
10102,10449436,4979825
10103,10446465,4978715
10104,10450683,4974520
10105,10456231,4971324
10106,10459639,4967725
10107,10461324,4967787
10108,10456050,4964797
10109,10453148,4967325
10110,10459760,4964940
10111,10463924,4970074
10112,10468078,4965964
10113,10465520,4970168
10114,10466202,4970784
10115,10467469,4972914
10116,10462251,4975860
10117,10467293,4972989
10118,10475053,4970465
10119,10479017,4970098
10120,10476967,4974101
10121,10483804,4973211
10122,10486250,4977403
10123,10484657,4976492
10124,10480821,4979643
10125,10480393,4984866
10126,10487734,4989256
10127,10488767,4994635
10128,10489508,4996857
10129,10485709,5000491
10130,10484819,4996802
10131,10486713,4993736
10132,10483566,4995797
10133,10484951,4991550
10134,10486881,4989185
10135,10487923,4989483
10136,10488331,4988734
10137,10490261,4990916
10138,10493379,4993306
10139,10499821,4989353
10140,10506068,4990343
10141,10500617,4987302
10142,10502984,4983958
10143,10500586,4979338
10144,10504301,4978697
10145,10511342,4982369
10146,10512400,4980016
10147,10516910,4976827
10148,10518581,4972527
10149,10524599,4972892
10150,10526874,4968651
10151,10525983,4971769
10152,10521323,4971520
10153,10523206,4970723
10154,10526888,4971371
10155,10523933,4973384
10156,10528651,4970304
10157,10530856,4965612
10158,10533011,4966082
10159,10527868,4967777
10160,10524716,4971015
10161,10532225,4975822
10162,10535355,4972795
10163,10531582,4978180
10164,10527344,4974459
10165,10533821,4970460
10166,10534996,4966268
10167,10541097,4964869
10168,10542417,4962931
10169,10542673,4968262
10170,10543220,4968686
10171,10546761,4968750
10172,10544275,4972434
10173,10548760,4977182
10174,10551527,4976522
10175,10553903,4977294
10176,10556001,4972634
10177,10550800,4976664
10178,10550822,4974210
10179,10547320,4978794
10180,10552228,4979063
10181,10551089,4985044
10182,10555468,4987996
10183,10554083,4990247
10184,10549729,4992020
10185,10546336,4997389
10186,10546148,4999101
10187,10542507,4998937
10188,10548489,5001057
10189,10545360,5001014
10190,10539759,5006394
10191,10542761,5006251
10192,10549888,5011828
10193,10552425,5013864
10194,10549279,5018858
10195,10544849,5023206
10196,10552609,5020002
10197,10560243,5024472
10198,10564222,5025130
10199,10569472,5027129
10200,10575063,5027671
10201,10575087,5029455
10202,10582871,5026911
10203,10586861,5024660
10204,10590628,5028152
10205,10589951,5027618
10206,10587771,5025885
10207,10587236,5026821
10208,10590185,5027996
10209,10588267,5024506
10210,10588823,5019898
10211,10586440,5014984
10212,10581463,5015285
10213,10578168,5013660
10214,10576629,5009582
10215,10574648,5012689
10216,10579905,5012417
10217,10574637,5010034
10218,10571362,5015721
10219,10567988,5017154
10220,10566193,5023149
10221,10572314,5026044
10222,10572760,5023843
10223,10575429,5023173
10224,10577641,5023562
10225,10579202,5026055
10226,10584025,5026383
10227,10581130,5026647
10228,10579625,5022303
10229,10583529,5023302
10230,10582800,5025615
10231,10583842,5027194
10232,10591362,5031542
10233,10596923,5036343
10234,10595137,5034613
10235,10591702,5031505
10236,10591080,5029178
10237,10598774,5029668
10238,10598062,5031290
10239,10603718,5035007
10240,10598545,5034329
10241,10595906,5029495
10242,10593081,5032717
10243,10594798,5035828
10244,10596626,5032482
10245,10596058,5033153
10246,10599177,5036774
10247,10593539,5037845
10248,10593730,5041767
10249,10593957,5039733
10250,10591738,5042949
10251,10598762,5038490
10252,10599954,5034276
10253,10603227,5030989
10254,10604573,5030684
10255,10602309,5036222
10256,10598181,5036780
10257,10601293,5037058
10258,10604657,5036112
10259,10598883,5038787
10260,10603642,5036765
10261,10607551,5032366
10262,10607756,5032770
10263,10604305,5030330
10264,10601041,5028799
10265,10607224,5027572
10266,10608574,5030888
10267,10614571,5035675
10268,10610569,5031022
10269,10606638,5029230
10270,10603475,5024901
10271,10602681,5020738
10272,10603033,5022268
10273,10606108,5024302
10274,10612099,5021964
10275,10619663,5027346
10276,10614424,5025172
10277,10614775,5024038
10278,10617433,5026188
10279,10624218,5024172
10280,10630454,5025160
10281,10630971,5024258
10282,10629054,5021758
10283,10629647,5025948
10284,10635184,5029468
10285,10636149,5025696
10286,10631002,5024860
10287,10636410,5026128
10288,10641775,5030784
10289,10641445,5031254
10290,10641893,5032252
10291,10639572,5031350
10292,10642524,5037180
10293,10640144,5033107
10294,10638318,5035384
10295,10638007,5035723
10296,10641809,5031611
10297,10639246,5035202
10298,10645662,5039735
10299,10643224,5045712
10300,10650753,5042613
10301,10654867,5046323
10302,10651282,5041790
10303,10656404,5045012
10304,10654029,5049780
10305,10649150,5053551
10306,10655664,5059302
10307,10649955,5062943
10308,10656324,5059071
10309,10658199,5062150
10310,10655495,5063125
10311,10652047,5064161
10312,10647094,5060051
10313,10653193,5057001
10314,10659862,5053364
10315,10662138,5050795
10316,10662398,5051191
10317,10666012,5051390
10318,10660606,5050423
10319,10666419,5050950
10320,10672482,5055019
10321,10678687,5058383
10322,10685054,5054349
10323,10692498,5052336
10324,10694359,5057640
10325,10691970,5056127
10326,10691494,5055305
10327,10694793,5059796
10328,10690533,5057067
10329,10695722,5057935
10330,10701357,5060846
10331,10703047,5062330
10332,10706894,5058912
10333,10704222,5057518
10334,10708128,5060748
10335,10714016,5059561
10336,10711116,5059742
10337,10714640,5060081
10338,10721496,5061294
10339,10716296,5063364
10340,10711946,5059097
10341,10708198,5060373
10342,10715660,5059820
10343,10722605,5056212
10344,10727047,5055741
10345,10726443,5054982
10346,10731748,5049989
10347,10736853,5045272
10348,10735543,5048367
10349,10733976,5054179
10350,10735683,5059914
10351,10732374,5060246
10352,10739912,5059849
10353,10736262,5061354
10354,10742864,5065440
10355,10744482,5067576
10356,10751027,5065082
10357,10750797,5069465
10358,10745041,5065492
10359,10740440,5061429
10360,10737317,5058003
10361,10738790,5062878
10362,10743209,5064736
10363,10738197,5060272
10364,10743606,5065652
10365,10739094,5067016
10366,10736481,5066008
10367,10742329,5071442
10368,10750244,5069906
10369,10746794,5065036
10370,10742615,5064263
10371,10745221,5063596
10372,10740433,5067215
10373,10734485,5067423
10374,10738969,5069134
10375,10742579,5075014
10376,10746050,5078672
10377,10753614,5081241
10378,10756639,5087178
10379,10756970,5086230
10380,10757904,5083534
10381,10757392,5089388
10382,10758561,5087564
10383,10752989,5086383
10384,10759930,5083047
10385,10764151,5082345
10386,10771682,5078791
10387,10769807,5074097
10388,10770510,5076020
10389,10777308,5078660
10390,10771969,5077580
10391,10776912,5076619
10392,10774752,5079069
10393,10774808,5084192
10394,10780873,5082918
10395,10777244,5083987
10396,10779448,5086887
10397,10774059,5090504
10398,10780650,5093946
10399,10778998,5089614
10400,10781174,5092452
10401,10779296,5088375
10402,10783812,5088067
10403,10784722,5089247
10404,10788253,5090956
10405,10783341,5092597
10406,10782875,5091393
10407,10787890,5087993
10408,10790951,5090420
10409,10786505,5088062
10410,10794263,5093209
10411,10791528,5098296
10412,10798144,5093656
10413,10802346,5093914
10414,10799091,5096608
10415,10807088,5100233
10416,10801149,5097394
10417,10797391,5096159
10418,10792657,5099536
10419,10787632,5100191
10420,10789139,5102632
10421,10791165,5097977
10422,10790257,5094587
10423,10784335,5098020
10424,10791895,5103415
10425,10788819,5099003
10426,10795520,5099688
10427,10795864,5104469
10428,10800799,5103591
10429,10800064,5101728
10430,10805931,5098470
10431,10801212,5104293
10432,10800460,5107291
10433,10796298,5105104
10434,10801861,5105494
10435,10807697,5109044
10436,10807194,5110714
10437,10814548,5112673
10438,10809261,5117457
10439,10815163,5115373
10440,10815448,5113514
10441,10813846,5113185
10442,10810959,5118415
10443,10816842,5114695
10444,10822858,5110862
10445,10817685,5107186
10446,10817565,5108290
10447,10822054,5105701
10448,10818488,5111526
10449,10820314,5110777
10450,10821539,5113894
10451,10823732,5117408
10452,10831234,5122004
10453,10834966,5122678
10454,10835554,5120863
10455,10829752,5119734
10456,10828813,5123347
10457,10827631,5125745
10458,10826259,5126019
10459,10820908,5131844
10460,10826319,5131848
10461,10829084,5137171
10462,10836529,5142723
10463,10834011,5147503
10464,10829919,5144606
10465,10835771,5140241
10466,10836935,5136207
10467,10839645,5133072
10468,10835549,5134572
10469,10842206,5136921
10470,10842158,5142254
10471,10837210,5139066
10472,10836781,5140046
10473,10839569,5141239
10474,10840025,5145015
10475,10838823,5150158
10476,10842194,5149076
10477,10845034,5154068
10478,10847125,5159624
10479,10843337,5157078
10480,10840912,5162521
10481,10839957,5158931
10482,10839357,5154453
10483,10841903,5151307
10484,10839336,5146698
10485,10839370,5144591
10486,10839608,5143106
10487,10840476,5139730
10488,10836851,5136279
10489,10843732,5140425
10490,10850077,5138597
10491,10857437,5142962
10492,10858229,5144793
10493,10855910,5141848
10494,10852638,5142502
10495,10854844,5139015
10496,10855076,5140776
10497,10855543,5135881
10498,10853265,5131323
10499,10857360,5134329
10500,10858220,5137335
10501,10852683,5136013
10502,10857760,5135787
10503,10852319,5137805
10504,10850602,5140579
10505,10846735,5138685
10506,10854501,5139512
10507,10851178,5141646
10508,10850586,5143400
10509,10847871,5143955
10510,10847135,5140513
10511,10848178,5136855
10512,10850830,5135094
10513,10846007,5138216
10514,10846576,5136783
10515,10854044,5136218
10516,10858609,5137333
10517,10863747,5134579
10518,10868487,5131216
10519,10868272,5135033
10520,10866873,5133048
10521,10870079,5130093
10522,10870073,5133254
10523,10872097,5129821
10524,10878043,5135116
10525,10882174,5134340
10526,10877437,5138408
10527,10872722,5138482
10528,10876659,5139027
10529,10880409,5139979
10530,10884972,5137193
10531,10882365,5140597
10532,10883171,5141935
10533,10884366,5146575
10534,10882534,5145469
10535,10876740,5141984
10536,10884484,5141455
10537,10887820,5137786
10538,10890014,5137068
10539,10897824,5132814
10540,10898467,5135987
10541,10905774,5136368
10542,10901966,5139662
10543,10900788,5142884
10544,10895914,5142122
10545,10890832,5142630
10546,10885300,5145278
10547,10880141,5147487
10548,10882430,5145786
10549,10887375,5150504
10550,10881720,5146085
10551,10887524,5146085
10552,10887887,5151296
10553,10885796,5157242
10554,10883658,5161732
10555,10879226,5165256
10556,10883117,5167892
10557,10885299,5171018
10558,10889430,5171992
10559,10891687,5169023
10560,10897365,5164861
10561,10899224,5160108
10562,10897517,5164430
10563,10895455,5159531
10564,10896540,5165317
10565,10900996,5161836
10566,10899486,5163330
10567,10894129,5169290
10568,10891178,5173993
10569,10886059,5176437
10570,10881477,5178422
10571,10887268,5179319
10572,10886907,5180945
10573,10881383,5185207
10574,10888740,5187980
10575,10888571,5185929
10576,10889173,5187787
10577,10889715,5188434
10578,10890885,5184786
10579,10895620,5186455
10580,10890058,5189536
10581,10887514,5191017
10582,10892947,5189773
10583,10889022,5188402
10584,10887764,5193213
10585,10891495,5198763
10586,10888983,5196189
10587,10889822,5193271
10588,10890530,5193446
10589,10891318,5199346
10590,10895932,5203865
10591,10902528,5201242
10592,10897177,5206800
10593,10898796,5202381
10594,10898984,5205934
10595,10901341,5211518
10596,10902578,5210994
10597,10909697,5213628
10598,10913336,5216552
10599,10909387,5220137
10600,10908388,5215187
10601,10914929,5214178
10602,10913142,5209707
10603,10911400,5211735
10604,10915413,5212450
10605,10918536,5212001
10606,10925151,5207475
10607,10927197,5209834
10608,10933308,5205427
10609,10940434,5210255
10610,10940651,5206294
10611,10942698,5206775
10612,10947402,5212470
10613,10952529,5207521
10614,10949088,5209563
10615,10949888,5206151
10616,10944526,5208402
10617,10948135,5209361
10618,10954520,5205534
10619,10952283,5208482
10620,10957531,5210067
10621,10962543,5215665
10622,10956676,5216747
10623,10964349,5219978
10624,10971427,5224959
10625,10968077,5230475
10626,10971927,5228138
10627,10966509,5230987
10628,10967789,5230951
10629,10974714,5229392
10630,10970657,5226224
10631,10974630,5226898
10632,10980012,5232653
10633,10982512,5233937
10634,10989735,5229218
10635,10996419,5226243
10636,10997164,5222224
10637,10994517,5217718
10638,10992616,5217516
10639,10994762,5215082
10640,10997741,5220330
10641,10999356,5217442
10642,10998915,5212599
10643,11004763,5217513
10644,11002358,5213516
10645,11001727,5211103
10646,11004603,5208225
10647,11011170,5207659
10648,11018664,5203399
10649,11019712,5206162
10650,11025380,5205796
10651,11021761,5206227
10652,11017198,5205044
10653,11022120,5201051
10654,11022877,5198207
10655,11028120,5195526
10656,11030707,5193323
10657,11029019,5191551
10658,11035292,5188481
10659,11031570,5191042
10660,11031130,5195589
10661,11033168,5197763
10662,11028170,5199532
10663,11033582,5199745
10664,11040972,5196906
10665,11043168,5192717
10666,11049156,5188019
10667,11052025,5187081
10668,11053643,5183544
10669,11056586,5186578
10670,11060128,5182192
10671,11055677,5184339
10672,11053351,5186953
10673,11051508,5183003
10674,11051253,5179193
10675,11049080,5177412
10676,11052532,5183063
10677,11059573,5178741
10678,11057491,5179165
10679,11063653,5177536
10680,11064552,5182605
10681,11059470,5179657
10682,11054272,5183331
10683,11052797,5179462
10684,11054187,5179799
10685,11059786,5178264
10686,11065838,5175012
10687,11070266,5179832
10688,11073325,5181364
10689,11069977,5184664
10690,11065198,5188849
10691,11062787,5188181
10692,11063918,5186390
10693,11064078,5189621
10694,11061844,5195273
10695,11057317,5196852
10696,11059723,5201189
10697,11055308,5197098
10698,11058395,5194801
10699,11060002,5194456
10700,11064068,5199123
10701,11058932,5201489
10702,11053599,5202131
10703,11053854,5205406
10704,11053030,5201003
10705,11050795,5199547
10706,11055256,5201150
10707,11051131,5207087
10708,11051931,5210718
10709,11055916,5210714
10710,11063011,5215120
10711,11069667,5215422
10712,11065850,5215912
10713,11070234,5212991
10714,11074159,5208265
10715,11071247,5206146
10716,11076896,5207609
10717,11080109,5208180
10718,11086789,5211056
10719,11081143,5216646
10720,11075488,5214594
10721,11078827,5210745
10722,11081774,5216734
10723,11087048,5221679
10724,11087644,5218394
10725,11087859,5214872
10726,11081987,5213780
10727,11089086,5218153
10728,11095744,5220188
10729,11102746,5218986
10730,11106488,5222170
10731,11105616,5224080
10732,11108012,5220378
10733,11106637,5219318
10734,11105387,5217520
10735,11108681,5221049
10736,11105173,5217216
10737,11109345,5214045
10738,11111979,5212740
10739,11110856,5218284
10740,11106951,5217264
10741,11108336,5221413
10742,11114331,5218005
10743,11115276,5216376
10744,11120431,5220576
10745,11127362,5224518
10746,11121856,5227702
10747,11116946,5232309
10748,11120804,5235165
10749,11121403,5235951
10750,11124384,5233762
10751,11121069,5237186
10752,11120344,5237923
10753,11123642,5239690
10754,11119682,5236006
10755,11123013,5239782
10756,11117288,5243666
10757,11122644,5238743
10758,11117443,5236776
10759,11119598,5239554
10760,11125583,5241272
10761,11126896,5239216
10762,11128769,5238927
10763,11130826,5242069
10764,11131015,5246928
10765,11135112,5247450
10766,11137047,5249068
10767,11131183,5254902
10768,11130342,5250919
10769,11135584,5247235
10770,11135392,5253156
10771,11137771,5251324
10772,11136635,5250679
10773,11138126,5249958
10774,11137126,5254216
10775,11136370,5253131
10776,11133814,5253965
10777,11130132,5249230
10778,11133680,5253245
10779,11141258,5256220
10780,11145210,5257856
10781,11143999,5253192
10782,11141190,5257055
10783,11148227,5257867
10784,11144273,5256501
10785,11149173,5257549
10786,11149127,5254476
10787,11147484,5257725
10788,11149196,5254715
10789,11156655,5251712
10790,11157166,5252181
10791,11151793,5252803
10792,11156581,5254137
10793,11164457,5251274
10794,11160326,5254751
10795,11156809,5258376
10796,11156394,5261749
10797,11162581,5260210
10798,11170414,5255607
10799,11173154,5260742
10800,11180870,5266684
10801,11185921,5264531
10802,11180482,5264593
10803,11177851,5263600
10804,11177576,5260878
10805,11174749,5262607
10806,11173940,5263500
10807,11169803,5262689
10808,11171892,5266304
10809,11168603,5271061
10810,11176004,5268201
10811,11177155,5268021
10812,11178526,5269458
10813,11178861,5264780
10814,11186486,5267291
10815,11181427,5273029
10816,11187676,5271198
10817,11194905,5268828
10818,11202486,5273267
10819,11206785,5278212
10820,11212917,5282627
10821,11217181,5281601
10822,11219731,5283963
10823,11222678,5288232
10824,11226758,5291759
10825,11221000,5296524
10826,11219881,5299865
10827,11221910,5299758
10828,11219543,5302337
10829,11216364,5306136
10830,11221073,5304869
10831,11227358,5309135
10832,11228021,5306114
10833,11234057,5304074
10834,11238390,5303061
10835,11237806,5301791
10836,11240068,5303230
10837,11234264,5299226
10838,11238136,5297611
10839,11233246,5297721
10840,11235529,5301888
10841,11239018,5300579
10842,11233108,5298641
10843,11234352,5295166
10844,11242089,5299905
10845,11241082,5301589
10846,11236652,5297582
10847,11236601,5303100
10848,11230991,5298335
10849,11238274,5301806
10850,11235967,5298162
10851,11235546,5299896
10852,11239213,5296398
10853,11244113,5291576
10854,11240028,5290043
10855,11238585,5292699
10856,11242945,5298561
10857,11242185,5294999
10858,11243313,5297576
10859,11241900,5299042
10860,11242153,5301564
10861,11245651,5307084
10862,11239902,5302569
10863,11240154,5305831
10864,11244880,5307265
10865,11239460,5302784
10866,11242458,5308191
10867,11245491,5310242
10868,11252082,5313940
10869,11260040,5318362
10870,11261585,5315159
10871,11257910,5320050
10872,11254023,5322268
10873,11261198,5328109
10874,11262339,5323773
10875,11269692,5329331
10876,11276317,5325388
10877,11281091,5321490
10878,11275223,5323956
10879,11275870,5327363
10880,11274477,5331502
10881,11276336,5333962
10882,11281662,5329523
10883,11276263,5327116
10884,11281218,5324217
10885,11288453,5329368
10886,11294930,5324945
10887,11300733,5322056
10888,11307913,5318567
10889,11314739,5316050
10890,11314600,5316824
10891,11314449,5313873
10892,11311891,5317327
10893,11312506,5319609
10894,11307016,5319995
10895,11307706,5325239
10896,11314348,5321599
10897,11316877,5324125
10898,11323010,5320998
10899,11323691,5324696
10900,11330701,5326692
10901,11329000,5325347
10902,11326898,5324282
10903,11333032,5325086
10904,11335173,5326558
10905,11332463,5324313
10906,11338747,5322060
10907,11336860,5326030
10908,11343202,5330004
10909,11337372,5333444
10910,11334900,5335733
10911,11335187,5336758
10912,11337615,5332978
10913,11333896,5328828
10914,11338806,5330071
10915,11346280,5327252
10916,11345996,5322888
10917,11345959,5326604
10918,11345218,5332524
10919,11342916,5334314
10920,11349575,5332243
10921,11347684,5331703
10922,11345200,5328287
10923,11341088,5328227
10924,11339867,5330147
10925,11338917,5331511
10926,11340530,5329370
10927,11336862,5332026
10928,11341592,5332588
10929,11336332,5338299
10930,11338007,5338905
10931,11343341,5335818
10932,11343844,5335472
10933,11346540,5338663
10934,11343440,5335896
10935,11346727,5332020
10936,11351716,5335218
10937,11358229,5337150
10938,11361140,5335829
10939,11357743,5341273
10940,11355500,5345365
10941,11353697,5342208
10942,11357087,5337244
10943,11355867,5338853
10944,11352789,5340111
10945,11358093,5341049
10946,11353169,5341274
10947,11347459,5344551
10948,11343874,5339648
10949,11350431,5337844
10950,11355683,5338216
10951,11355756,5344202
10952,11355144,5342427
10953,11362076,5339865
10954,11358494,5343084
10955,11359920,5347986
10956,11361686,5344694
10957,11367340,5342115
10958,11370939,5341159
10959,11372152,5336214
10960,11372001,5334642
10961,11379435,5331632
10962,11382240,5336073
10963,11383203,5338722
10964,11378311,5343249
10965,11384873,5347672
10966,11384747,5345812
10967,11390036,5349476
10968,11384935,5349525
10969,11383919,5349875
10970,11383354,5351062
10971,11388745,5355436
10972,11386448,5353016
10973,11385453,5355965
10974,11385609,5355706
10975,11384308,5353125
10976,11381362,5358776
10977,11386720,5358178
10978,11388437,5356716
10979,11382706,5359705
10980,11387361,5363904
10981,11383240,5366010
10982,11379137,5370961
10983,11379597,5368293
10984,11378759,5369208
10985,11376534,5368046
10986,11378533,5373561
10987,11376708,5371697
10988,11373464,5367284
10989,11367535,5362988
10990,11366027,5366341
10991,11368847,5362062
10992,11374410,5367514
10993,11369989,5368813
10994,11370588,5372056
10995,11376261,5376511
10996,11372897,5377622
10997,11367700,5380301
10998,11372550,5385130
10999,11373363,5384756
11000,11368452,5387856
11001,11375185,5393279
11002,11377682,5391398
11003,11376817,5394560
11004,11381718,5398449
11005,11377240,5403223
11006,11381084,5408404
11007,11386936,5413607
11008,11392988,5410928
11009,11393308,5412608
11010,11398885,5413877
11011,11403462,5412491
11012,11399604,5411272
11013,11402173,5414763
11014,11405381,5410641
11015,11402839,5415812
11016,11409388,5412962
11017,11412278,5417040
11018,11420028,5422696
11019,11423610,5427234
11020,11418663,5431704
11021,11417739,5428833
11022,11418744,5425068
11023,11419942,5420788
11024,11420720,5424844
11025,11419474,5424567
11026,11423222,5420871
11027,11420363,5416487
11028,11418552,5417848
11029,11413329,5421995
11030,11415493,5425413
11031,11422379,5424618
11032,11425450,5421615
11033,11421982,5419489
11034,11416510,5424560
11035,11414775,5422944
11036,11410109,5419784
11037,11411974,5425578
11038,11417621,5427368
11039,11424119,5429342
11040,11429179,5427386
11041,11426681,5426369
11042,11428540,5426301
11043,11431831,5427110
11044,11437682,5424674
11045,11439593,5420784
11046,11440952,5416051
11047,11435498,5417782
11048,11438048,5421354
11049,11436470,5424434
11050,11436463,5430020
11051,11439635,5429623
11052,11445292,5429419
11053,11446085,5431038
11054,11450750,5434571
11055,11445245,5438619
11056,11442576,5440262
11057,11441466,5435519
11058,11444527,5432225
11059,11449879,5433856
11060,11445478,5438587
11061,11441750,5444444
11062,11445474,5448174
11063,11447470,5449839
11064,11443399,5448690
11065,11444327,5445173
11066,11442597,5451113
11067,11449257,5451203
11068,11453190,5452316
11069,11458260,5455565
11070,11452535,5461485
11071,11459665,5457320
11072,11467184,5456295
11073,11465390,5457511
11074,11464155,5452860
11075,11459023,5457533
11076,11458229,5456088
11077,11454706,5457121
11078,11450051,5462156
11079,11450022,5466143
11080,11457876,5461650
11081,11455868,5462696
11082,11460743,5459814
11083,11468644,5457209
11084,11465372,5453072
11085,11470164,5458791
11086,11474200,5464171
11087,11477691,5466733
11088,11472155,5472170
11089,11470769,5473318
11090,11465742,5478598
11091,11462745,5479033
11092,11460077,5479107
11093,11465974,5481377
11094,11465299,5477758
11095,11470192,5473732
11096,11477674,5470133
11097,11484956,5470344
11098,11486567,5466243
11099,11493817,5464995
11100,11494951,5466588
11101,11490201,5464969
11102,11492579,5470954
11103,11499954,5469335
11104,11498046,5468000
11105,11494238,5469465
11106,11497823,5466435
11107,11500120,5470151
11108,11500876,5469317
11109,11495922,5472192
11110,11493870,5468374
11111,11499219,5467908
